7.009751559999998808e+08 0.000000000000000000e+00
2.278169249999999534e+06 3.429476690978233740e-16
2.211984559999999590e+06 5.124279692422447647e-16
2.147723389999999665e+06 0.000000000000000000e+00
2.085328829999999609e+06 1.087106548824984048e-15
2.024746859999999637e+06 0.000000000000000000e+00
1.965925139999999665e+06 0.000000000000000000e+00
1.908811949999999488e+06 1.187634613429180614e-15
1.853357999999999767e+06 1.834757434668965493e-15
1.799515379999999655e+06 1.889655319254022834e-15
1.747236939999999711e+06 0.000000000000000000e+00
1.696477049999999814e+06 2.004425783172851496e-15
1.647191929999999702e+06 2.064396248447324980e-15
1.599338529999999795e+06 2.126165741634087078e-15
1.552875369999999646e+06 7.299288189360566173e-16
1.507762149999999907e+06 3.007069320234192583e-15
1.463959349999999860e+06 1.548521851499711580e-15
1.421429139999999665e+06 4.784574451393920720e-15
1.380134579999999842e+06 8.212872870469246763e-15
1.340039669999999693e+06 5.921028584282271621e-15
1.301109469999999972e+06 4.355851536810720250e-15
1.263310389999999898e+06 6.280646075331221320e-15
1.226609269999999786e+06 4.620407323821074357e-15
1.190974659999999683e+06 9.517310548258538993e-15
1.156374969999999739e+06 9.802068883714412856e-15
1.122780529999999795e+06 1.514301953571615847e-14
1.090162049999999814e+06 2.183458684233164668e-14
1.058491289999999804e+06 2.570045534557197422e-14
1.027740629999999772e+06 1.764627276028724455e-14
9.978831479999998119e+05 2.726140648338488028e-14
9.688932799999999115e+05 2.222767953349034663e-14
9.407453919999998761e+05 1.807323802373453671e-14
9.134154509999998845e+05 3.598705703346272191e-14
8.868794249999999302e+05 4.473212617894352719e-14
8.611141969999998109e+05 5.396841746171655532e-14
8.360976409999999451e+05 7.320702792785797903e-14
8.118076319999998668e+05 9.075610814094602074e-14
7.882234949999998789e+05 8.915764581610372752e-14
7.653244019999997690e+05 9.330650375925942408e-14
7.430906679999998305e+05 1.449098601647016973e-13
7.215026859999998705e+05 1.571005193722073152e-13
7.005419919999998529e+05 1.537113344530849322e-13
6.801902769999998854e+05 2.016375175478737170e-13
6.604296879999998491e+05 2.025215310684152559e-13
6.412432859999998473e+05 3.040339488739008571e-13
6.226142119999999413e+05 3.040282975361087508e-13
6.045264049999999115e+05 3.393745829486015705e-13
5.869639589999999152e+05 4.653955004351117883e-13
5.699117659999999451e+05 4.753435216704703903e-13
5.533550259999998379e+05 5.551150844005567216e-13
5.372792429999999003e+05 6.624409176494513187e-13
5.216705319999998901e+05 6.887800697234296776e-13
5.065151979999999166e+05 8.235184878675024967e-13
4.918001559999999008e+05 9.979697651605718151e-13
4.775126649999999208e+05 1.120404963634131252e-12
4.636402129999998724e+05 1.166151643840290695e-12
4.501707459999999264e+05 1.374780966696245318e-12
4.370926279999999097e+05 1.421103934946026872e-12
4.243944929999999003e+05 1.776112398968079225e-12
4.120651629999998841e+05 1.851260486888269048e-12
4.000940699999999488e+05 2.116300426315552027e-12
3.884707639999999083e+05 2.439308024254514483e-12
3.771850969999998924e+05 2.638511973114011403e-12
3.662273409999999567e+05 2.872206552079672984e-12
3.555878829999999725e+05 3.130278691477573016e-12
3.452575679999999702e+05 3.358544860799003161e-12
3.352273179999999702e+05 3.594282858232074736e-12
3.254884719999998924e+05 4.123206185738522094e-12
3.160325619999999763e+05 4.293197683364773263e-12
3.068512919999999576e+05 4.329305916702134785e-12
2.979368209999999381e+05 4.424606831387698161e-12
2.892813489999999292e+05 4.796005784636105102e-12
2.808772659999999451e+05 4.612626081138177405e-12
2.727173809999999357e+05 5.016643555901089070e-12
2.647945399999999790e+05 5.064008093094582409e-12
2.571018789999999572e+05 4.999501534298004782e-12
2.496326829999999609e+05 5.130925336946692874e-12
2.423805049999999464e+05 5.181560455259065139e-12
2.353389739999999583e+05 5.143942273307651971e-12
2.285020259999999544e+05 5.337529229860912869e-12
2.218636889999999839e+05 5.037431883232869815e-12
2.154182429999999295e+05 5.072398302819409477e-12
2.091600419999999576e+05 4.882746443427006304e-12
2.030836109999999462e+05 4.816750239593477994e-12
1.971837429999999586e+05 4.351543854643120739e-12
1.914552689999999711e+05 4.730405738232253356e-12
1.858932109999999520e+05 4.262183707898195578e-12
1.804927439999999769e+05 4.138506270479479130e-12
1.752491379999999772e+05 3.874266216624439305e-12
1.701579279999999562e+05 4.063462239008090625e-12
1.652145769999999611e+05 3.595019166620628176e-12
1.604148479999999690e+05 3.193826752790495488e-12
1.557545469999999623e+05 3.143839630809526375e-12
1.512296579999999667e+05 2.915616892675784073e-12
1.468362139999999781e+05 2.740393252339278139e-12
1.425703999999999651e+05 2.901890663572626513e-12
1.384285159999999742e+05 2.365419371936911695e-12
1.380708789999999863e+05 2.254902750139753524e-12
1.344069769999999553e+05 2.573837246693130118e-12
1.320677949999999837e+05 2.014212714295304348e-12
1.305022529999999679e+05 2.059874979474586501e-12
1.267109679999999789e+05 1.851293256140644888e-12
1.265649699999999721e+05 1.926214046795337561e-12
1.230298329999999696e+05 1.615334412670330409e-12
1.194556329999999725e+05 1.451779031998974226e-12
1.159852599999999802e+05 1.377299294523508177e-12
1.139084719999999797e+05 1.817293774568935082e-12
1.126157379999999830e+05 1.312813926581233068e-12
1.097912879999999714e+05 1.085318401262404387e-12
1.093440719999999856e+05 1.204866006007124153e-12
1.061674689999999828e+05 8.937410037020285129e-13
1.059613609999999899e+05 1.309727679664001121e-12
